# Main file: /home/onion/Repo/Robust-Toll-Pricing-Algorithm/ScenarioApproach/myPython/Temp/output.csv
numIteration,weight
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,0
21,0
22,0
23,0
24,0
25,0.0458435
26,0.00207918
27,0.00536823
28,0.00316008
29,0.00694071
30,0.00748456
31,0.00535216
32,0.0042079
33,0.0069591
34,0.00315688
35,0.00239857
36,0.0053501
37,0.00425064
38,0.00658125
39,0.00529428
40,0.00521336
41,0.00514716
42,0.00727627
43,0.00526957
44,0.00362585
45,0.0051085
46,0.00408299
47,0.00199179
48,0.0027367
49,0.00408019
50,0.00331755
51,0.00569547
52,0.00765705
53,0.00797193
54,0.00546522
55,0.00522077
56,0.00624116
57,0.00517848
58,0.00213557
59,0.00252043
60,0.00341128
61,0.00288737
62,0.00393096
63,0.00629264
64,0.00515912
65,0.00777658
66,0.00330396
67,0.0043749
68,0.00522888
69,0.00387248
70,0.00293515
71,0.00449176
72,0.0025375
73,0.00187316
74,0.00400493
75,0.00868188
76,0.00736793
77,0.0032668
78,0.00155614
79,0.0020974
80,0.00288044
81,0.00284269
82,0.0025397
83,0.00320629
84,0.00224515
85,0.00427165
86,0.00532214
87,0.0077635
88,0.00639857
89,0.00279813
90,0.00213459
91,0.00453184
92,0.00439864
93,0.00391147
94,0.00416414
95,0.00537
96,0.00712948
97,0.00569336
98,0.00722011
99,0.00505638
100,0.00342908
101,0.00300072
102,0.0043646
103,0.00544529
104,0.00600992
105,0.00522164
106,0.00315396
107,0.00381789
108,0.00656028
109,0.00854122
110,0.0108704
111,0.00887332
112,0.00779083
113,0.0088616
114,0.00751812
115,0.00962862
116,0.00523537
117,0.00377329
118,0.00380618
119,0.00334843
120,0.0032009
121,0.00402126
122,0.00193823
123,0.001196
124,0.0019319
125,0.00189924
126,0.00279489
127,0.0044829
128,0.00276542
129,0.00272861
130,0.00321379
131,0.00369472
132,0.00364703
133,0.00496565
134,0.00629904
135,0.0100299
136,0.00856518
137,0.00891121
138,0.00378049
139,0.00398791
140,0.0035672
141,0.00754066
142,0.00908579
143,0.00972531
144,0.0180719
145,0.0211733
146,0.0251741
147,0.00968624
148,0.0073675
149,0.00971086
150,0.00912042
151,0.0082922
152,0.00533468
153,0.00512639
154,0.00473955
155,0.00439478
156,0.00659122
157,0.00661272
158,0.00429381
159,0.00586261
160,0.00439586
161,0.00494593
162,0.00507337
163,0.00526619
164,0.00515912
165,0.0024827
166,0.00246968
167,0.00355926
168,0.00599207
169,0.0131806
170,0.00943858
171,0.0150099
172,0.00776401
173,0.0109054
174,0.00974156
175,0.0115203
176,0.00705022
177,0.00178345
178,0.00297534
179,0.00419799
180,0.00348472
181,0.00373299
182,0.00319737
183,0.00791897
184,0.00753674
185,0.00625813
186,0.0035512
187,0.0031447
188,0.00247324
189,0.00317663
190,0.0039061
191,0.00332799
192,0.00214687
193,0.00314126
194,0.00388605
195,0.0058355
196,0.00780509
197,0.00837511
198,0.00259763
199,0.0063729
200,0.00515079
