1.0410717259434028
1.0474144351080303,1.0454126672939994,1.0374261598336825,1.0346858432936414,1.0322866072019201,1.029941876407702,1.0294820038331387,1.0278246395957844,1.0275093742536847,1.0273533585785033,1.0264776852408843
1.049348440633739,1.0451829730153974,1.0432268121590964,1.03979172757751,1.0379409432565636,1.0373673211405916,1.0359888554205736,1.0351734400191919,1.0327680174472367,1.0313894611525267,1.0309046096099002,1.0308719151279446,1.0300202818308644,1.0298507130823582,1.029797183184578,1.02911185257012,1.0289743262813016
1.0492640294962792,1.045833327015444,1.0453548158554835,1.0403278944782353,1.0370375273286938,1.035823906482846,1.0333793548247239,1.0326098090116813,1.0322016233535614,1.031048316702482,1.02984773236106,1.0291154186704938,1.0288595139248993,1.027633672037935,1.0272614317543811,1.0268977478983625,1.0264569431923645,1.0264122190886102,1.026256356573861,1.0257542402807542,1.025192943592619,1.0251797387033217,1.0245820460964656,1.0243940852273279,1.024361201287701,1.024254792272899
1.048919560382845,1.042022363367728,1.0337921218220876,1.0310990342882413
1.0448805578208953,1.0376170852000002,1.0368442191046943,1.0365279133264778,1.0346969026819017,1.0346808164050383,1.0346125048721722,1.0338811447413514,1.033078104995968,1.0320902388580195,1.0320829021158042,1.0315823179586854,1.0306518078149778,1.0305649236820187,1.0303841524301214,1.0294567557510557,1.0288464447193812
1.0483179884222933,1.0425354749647793,1.0364143177735,1.0358867013134627,1.0354898330580156,1.0336518382124598,1.0318066797841605,1.030316342365318,1.0302045365419215,1.0296559875514306,1.0290880305485521,1.029000572427255,1.028643560526067
1.0484956618883965,1.0424779582135086,1.036874516226229,1.0316508751874307,1.0303980086288695,1.0278760031067575,1.027237910236204
1.0492476325071278,1.044034689309944,1.039271714350483,1.0340830802200454,1.0334107462331044,1.0331656100267073
1.050173874567687,1.0435214199440046,1.0421430576246096,1.0408034841764804,1.0398239250315289,1.0389441470885468,1.0376582890078492,1.03736620126003,1.0367868823922035,1.0361177640902859,1.0357910542984585,1.03572573738292,1.0354043087324447,1.0353892707980292,1.0352264631130184,1.0349898126292398,1.0347382455709597,1.0346002884332455
1.0474992802052865,1.0453058408956395,1.0409676545786217,1.03565436418136,1.0314946452539941,1.0302242166663556,1.029280950282222,1.0288686909135123,1.0278022381465073,1.0270584152747517,1.0262376788827305,1.0256585181985418,1.0254437253815014,1.0249879563017246,1.0246771151145564,1.0243699128376642,1.0242012774252582,1.0241499721761436,1.023730614021282,1.0235127442820406,1.0233278870844653
1.0496862137297618,1.046879556383245,1.0418835100384425,1.0374361194755306,1.033986899976642,1.0330867284602916,1.0312173101504145,1.0294314669641134,1.0284852356869703,1.0281140428198268,1.0277313741587761,1.0273228848405824,1.0272568080665005,1.0271611827811187,1.0266057785416072,1.0258535281848324,1.0257372051255262,1.0254822732220035,1.0251688605965843,1.025058079782589
1.0481228412607781,1.0442386262532737,1.0393135120027395,1.038358422389817,1.0375026068425781,1.0374884916119143,1.0374249180157256,1.0368485563936574,1.0352620909203076,1.0327768877938819,1.0321537653247064,1.0307695312529326,1.0301060552480448,1.0296964241986883,1.0287650051538024,1.0283346227077468,1.0277501539765863,1.0270960123183854,1.0267119182704239,1.026701618794725,1.0264614654807187,1.0264159698717994,1.02641471411057,1.0263515268113517
1.0496229030170523,1.0437042584593625,1.0418609437459059,1.039739403650575,1.0375609102247545,1.0351114151034542,1.0350562952342477,1.032828698978162,1.0312781554382435,1.0302701753565062,1.0300803668938998,1.0293834281634209,1.0289432615327527,1.0284792299853733,1.0283062912717136,1.0281001198410527
1.050171532650833,1.0474148544873427,1.0401624513212226,1.0360372054846063,1.03598690439,1.0357604139433967,1.0336261150340282,1.0321016815181272,1.03088981922495,1.0306067280442301,1.0305324931643935,1.0304066723024397,1.02993514828318,1.029433964285992,1.029339901730871,1.029086586439635,1.0290375124344757,1.028675061709999,1.028336100677191,1.0283338454849194,1.0279629340422938
1.0468683691589706,1.0440581951412724,1.0352344073765658,1.0334931806680077,1.0331736694092053,1.0318090512756786,1.031676688954777,1.0301378095621934,1.029447505495654,1.028472407554363,1.0272426360057425,1.0267680750546557,1.0267667093428112,1.0265607250294868,1.026367937223536,1.0258454929004657,1.0257751928689391,1.0256182240519653,1.0255079049399278,1.025478560575125,1.0254705360190792,1.025281384039449,1.0252457277435454
1.050626667774211,1.0449736898057889,1.0388473380545171,1.0377139217196552,1.0354245214750202,1.0341876438362407,1.032962286860752
1.0493757287236867,1.045817095782005,1.0417658468485131,1.0409999673284964,1.0400129001982468,1.0384178638133923,1.0383968573379496,1.0376742798388479,1.0376436590284688,1.0366653963545358,1.0357488338243688,1.0341201887097506,1.0337755875684191,1.0332138598022673,1.0330255218652011,1.0322613455189371,1.0314924548725983,1.0306948419274453,1.0298088526829974,1.0295412978669014,1.0288909193577638,1.02868066006782,1.027946652028525,1.027614808300135
