# Main file: /home/onion/Repo/Robust-Toll-Pricing-Algorithm/ScenarioApproach/myPython/Temp/output.csv
numIteration,weight
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,0
21,0
22,0
23,0.0566006
24,0.00259583
25,0.00344299
26,0.00406846
27,0.00455264
28,0.00457185
29,0.00357473
30,0.00221935
31,0.00325606
32,0.00475811
33,0.00611208
34,0.0111343
35,0.00894671
36,0.00712589
37,0.0049653
38,0.00533266
39,0.00155863
40,0.00339203
41,0.00406667
42,0.0045986
43,0.00299555
44,0.00222835
45,0.00175707
46,0.0017342
47,0.00320117
48,0.00210158
49,0.00414368
50,0.00254523
51,0.00276366
52,0.00465833
53,0.00160949
54,0.00192348
55,0.00111774
56,0.00129553
57,0.00161829
58,0.00354038
59,0.0052103
60,0.00779351
61,0.00523933
62,0.005646
63,0.00955262
64,0.005994
65,0.00345082
66,0.00280854
67,0.00159332
68,0.00216916
69,0.00346116
70,0.0031617
71,0.00400177
72,0.00363371
73,0.00571647
74,0.00778398
75,0.00584374
76,0.00534378
77,0.00369789
78,0.00434072
79,0.00615377
80,0.00712162
81,0.00571876
82,0.00740579
83,0.00390082
84,0.00342092
85,0.0016355
86,0.00164304
87,0.00305774
88,0.00632264
89,0.00596119
90,0.00850556
91,0.00598745
92,0.0142352
93,0.00716922
94,0.00566226
95,0.00795158
96,0.00649502
97,0.00562902
98,0.00913965
99,0.0165035
100,0.0134053
101,0.0194365
102,0.0128497
103,0.011969
104,0.00423565
105,0.00286774
106,0.00345154
107,0.00461536
108,0.00482984
109,0.00204459
110,0.00351853
111,0.00628227
112,0.0151371
113,0.014373
114,0.0136294
115,0.0188459
116,0.00831946
117,0.00192814
118,0.00325357
119,0.00287989
120,0.00346923
121,0.00452061
122,0.00581563
123,0.00818707
124,0.00591025
125,0.00260191
126,0.00150865
127,0.00274792
128,0.00349739
129,0.00319411
130,0.00387393
131,0.00257329
132,0.00228573
133,0.0025108
134,0.00438666
135,0.0071118
136,0.00419765
137,0.00306064
138,0.00239899
139,0.00214
140,0.0024325
141,0.0015872
142,0.00681111
143,0.016126
144,0.0207731
145,0.0202516
146,0.00587583
147,0.00442991
148,0.00801154
149,0.00577556
150,0.00447088
151,0.0029431
152,0.00273156
153,0.00469519
154,0.00458679
155,0.00349246
156,0.00355114
157,0.0035483
158,0.00641793
159,0.00473861
160,0.00428033
161,0.00333242
162,0.00239146
163,0.00582256
164,0.00261051
165,0.00371895
166,0.00341133
167,0.00444562
168,0.00374178
169,0.00582165
170,0.0135229
171,0.0155298
172,0.0087108
173,0.00224835
174,0.002554
175,0.00366634
176,0.00551195
177,0.00377986
178,0.00442928
179,0.00259546
180,0.00300337
181,0.00460853
182,0.00345562
183,0.00560775
184,0.00516233
185,0.0033472
186,0.00230175
187,0.00153946
188,0.001683
189,0.00290519
190,0.0046838
191,0.00376021
192,0.00440412
193,0.00388767
194,0.00512132
195,0.00896743
196,0.00583145
197,0.0117658
198,0.00705352
199,0.00579716
200,0.00370306
