# Main file: /home/onion/Repo/Robust-Toll-Pricing-Algorithm/ScenarioApproach/myPython/Temp/output.csv
numIteration,weight
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,0
21,0
22,0
23,0.0275206
24,0.00126878
25,0.0019161
26,0.00338269
27,0.00414502
28,0.00441608
29,0.00263013
30,0.00255927
31,0.00296317
32,0.00623332
33,0.00622116
34,0.00782922
35,0.00552546
36,0.00680634
37,0.00424849
38,0.004396
39,0.00322671
40,0.00204462
41,0.00233225
42,0.00192208
43,0.00260729
44,0.00292111
45,0.00467708
46,0.00740618
47,0.00820419
48,0.00941253
49,0.0165581
50,0.0466552
51,0.0481679
52,0.0231715
53,0.0062112
54,0.00640046
55,0.0131697
56,0.00848584
57,0.0123214
58,0.00650229
59,0.00740674
60,0.0033289
61,0.00332172
62,0.00370927
63,0.00264947
64,0.00211127
65,0.00423195
66,0.00643536
67,0.0069049
68,0.00461125
69,0.00474079
70,0.00266208
71,0.00251133
72,0.00145995
73,0.0018683
74,0.00257099
75,0.00258241
76,0.00257143
77,0.00250038
78,0.00482104
79,0.00340596
80,0.00313036
81,0.00381502
82,0.00194111
83,0.00145719
84,0.00195019
85,0.00268114
86,0.00300196
87,0.00119409
88,0.00236191
89,0.00348563
90,0.00314853
91,0.00739788
92,0.00608385
93,0.00953841
94,0.00557429
95,0.00556299
96,0.00320393
97,0.00453057
98,0.00595963
99,0.0126441
100,0.00697428
101,0.00277737
102,0.00438031
103,0.00338624
104,0.00394902
105,0.00255974
106,0.00433326
107,0.00690584
108,0.00741569
109,0.00368883
110,0.00123729
111,0.00241704
112,0.00258416
113,0.00289356
114,0.00337872
115,0.00284316
116,0.0029384
117,0.00343193
118,0.00466442
119,0.00445966
120,0.00750687
121,0.0110008
122,0.00791531
123,0.0110598
124,0.0151365
125,0.00864129
126,0.00968672
127,0.0110506
128,0.00513391
129,0.00214769
130,0.00443326
131,0.0037777
132,0.00273894
133,0.00243569
134,0.00314907
135,0.00241381
136,0.00189822
137,0.00130154
138,0.00458673
139,0.00953205
140,0.00608808
141,0.00244541
142,0.00326482
143,0.00522834
144,0.00640355
145,0.0154976
146,0.0276432
147,0.0138599
148,0.00727423
149,0.00688343
150,0.00577957
151,0.00456331
152,0.0047523
153,0.00609298
154,0.00715996
155,0.00574406
156,0.00759801
157,0.00685358
158,0.00439644
159,0.00893243
160,0.00649133
161,0.00194865
162,0.00226935
163,0.00246727
164,0.00204486
165,0.00174314
166,0.00295887
167,0.00375832
168,0.00410316
169,0.00404902
170,0.00260019
171,0.00425257
172,0.00263899
173,0.00350085
174,0.00268041
175,0.00844472
176,0.00621416
177,0.00389908
178,0.00534894
179,0.00308934
180,0.00275279
181,0.00340469
182,0.00496796
183,0.00409611
184,0.00385636
185,0.00372943
186,0.00303853
187,0.00483633
188,0.00601732
189,0.00272027
190,0.00368368
191,0.00241283
192,0.00263844
193,0.00337537
194,0.0041726
195,0.00464456
196,0.00336716
197,0.00147619
198,0.00336136
199,0.00432101
200,0.00386951
