# Main file: /home/onion/Repo/Robust-Toll-Pricing-Algorithm/ScenarioApproach/myPython/Temp/output.csv
numIteration,weight
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0.00478171
18,0.000321935
19,0.00102403
20,0.00166819
21,0.00188214
22,0.00108719
23,0.00209561
24,0.00406807
25,0.00762171
26,0.00463846
27,0.00293062
28,0.00429802
29,0.0066724
30,0.0114251
31,0.0144171
32,0.0114462
33,0.00337741
34,0.00524663
35,0.00753796
36,0.00767673
37,0.00408364
38,0.00207065
39,0.00224215
40,0.00234261
41,0.00178557
42,0.0015744
43,0.00279055
44,0.0032755
45,0.00284024
46,0.00370777
47,0.00784382
48,0.0105129
49,0.0129392
50,0.0117348
51,0.00782896
52,0.0131
53,0.0168609
54,0.012907
55,0.00892097
56,0.00344979
57,0.0102946
58,0.00984331
59,0.00651401
60,0.00386511
61,0.0026679
62,0.00376719
63,0.00600257
64,0.00812156
65,0.0107123
66,0.00703153
67,0.00440953
68,0.00356535
69,0.00480559
70,0.0101899
71,0.00532803
72,0.00369468
73,0.00428938
74,0.00378509
75,0.00295036
76,0.00300792
77,0.00199464
78,0.0028718
79,0.00446104
80,0.00548804
81,0.0053268
82,0.00382022
83,0.00226026
84,0.00299876
85,0.00252566
86,0.00427574
87,0.00278619
88,0.00222756
89,0.0020436
90,0.00359949
91,0.00190968
92,0.0018367
93,0.00205602
94,0.00122531
95,0.00176192
96,0.00316929
97,0.00213297
98,0.00247735
99,0.00253059
100,0.000940107
101,0.00231419
102,0.00262418
103,0.00443442
104,0.0086458
105,0.00679615
106,0.0065031
107,0.0084479
108,0.00918519
109,0.00966631
110,0.0047085
111,0.003871
112,0.00453975
113,0.0028903
114,0.00569099
115,0.00670149
116,0.00340485
117,0.0064496
118,0.0112779
119,0.0124941
120,0.00690746
121,0.00381289
122,0.00538522
123,0.00582818
124,0.00287808
125,0.0034707
126,0.00244582
127,0.00469681
128,0.00407312
129,0.00276593
130,0.00212101
131,0.00208052
132,0.00278762
133,0.00383228
134,0.00475399
135,0.0043885
136,0.004747
137,0.00653903
138,0.0122125
139,0.00600332
140,0.00586274
141,0.0029479
142,0.00491755
143,0.00309209
144,0.00550001
145,0.00828383
146,0.0141237
147,0.00885547
148,0.00296202
149,0.00194528
150,0.00409388
151,0.00468241
152,0.00467583
153,0.00367594
154,0.0013997
155,0.0023332
156,0.00304121
157,0.00582064
158,0.00396348
159,0.00371194
160,0.00275251
161,0.00360792
162,0.00500104
163,0.00565711
164,0.0058708
165,0.00969492
166,0.0134367
167,0.0149535
168,0.0113234
169,0.0149138
170,0.0230185
171,0.0262499
172,0.00780578
173,0.00191803
174,0.00418849
175,0.00653456
176,0.00375835
177,0.00383357
178,0.0032618
179,0.00193219
180,0.00290675
181,0.00343336
182,0.00421595
183,0.00387558
184,0.00734088
185,0.00509851
186,0.00321242
187,0.00210786
188,0.00336545
189,0.00456376
190,0.00570213
191,0.00371323
192,0.00287367
193,0.00181741
194,0.00210193
195,0.00356627
196,0.0049272
197,0.00980722
198,0.0122206
199,0.0124399
200,0.00413813
